word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
ímpares,0.515,3,ímpares,NOUN,False,True,True
orn,0.5148,3,orn,PROPN,False,False,True
especulação,0.5148,2,especulação,NOUN,False,False,True
defensor,0.5146,3,defensor,NOUN,False,False,True
rizzi,0.5146,1,rizzi,VERB,False,False,True
seletivo,0.5145,2,seletivo,ADJ,False,False,True
eterno,0.5137,1,eterno,ADJ,False,False,True
amarelo,0.5135,3,amarelo,ADJ,False,False,True
amo,0.5135,3,amo,PROPN,False,False,True
blücher,0.5133,2,blücher,PROPN,False,False,True
interativa,0.5133,3,interativa,PROPN,False,False,True
atualizála(s,0.5132,1,atualizála(s,NOUN,False,False,True
álvarez,0.513,1,álvarez,PROPN,False,False,True
audível,0.5129,3,audível,ADJ,False,False,True
sánchez,0.5127,1,sánchez,PROPN,False,False,True
discurso,0.5127,3,discurso,NOUN,False,False,True
kkk,0.5126,1,kkk,NOUN,False,False,True
produtos,0.5124,2,produtos,PROPN,False,False,True
avançado,0.5124,4,avançado,ADJ,False,True,True
pernambuco,0.5121,2,pernambuco,PROPN,False,False,True
rejane,0.5119,1,rejane,PROPN,False,False,True
viggiani,0.5119,2,viggiani,PROPN,False,False,True
atento,0.5117,3,atento,ADJ,False,False,True
quantos,0.5117,30,quantos,PRON,False,True,True
c)sen,0.5117,2,c)sen,NOUN,False,True,True
quadrada,0.5116,71,quadrada,PRON,False,False,True
menstruação,0.5115,1,menstruação,NOUN,False,False,True
condução,0.5115,2,condução,NOUN,False,False,True
vasta,0.5115,2,vasto,ADJ,False,False,True
péricles,0.5114,1,péricles,PROPN,False,False,True
iniciação,0.5114,2,iniciação,NOUN,False,False,True
cristal,0.5114,1,cristal,NOUN,False,True,True
auxíliodoença,0.5106,2,auxíliodoença,NOUN,False,False,True
sujeito,0.5105,5,sujeito,NOUN,False,True,True
carmo,0.5104,2,carmo,PROPN,False,True,True
márcio,0.5104,9,márcio,PROPN,False,False,True
